k,BNF=1(kHz),BNF=2(kHz),BNF=3(kHz),BNF=4(kHz),BNF=5(kHz),BNF=6(kHz),BNF=7(kHz),BNF=8(kHz),BNF=9(kHz),BNF=10(kHz),BNF=11(kHz),BNF=12(kHz),BNF=13(kHz),BNF=14(kHz),BNF=15(kHz),BNF=16(kHz),BNF=17(kHz),BNF=18(kHz),BNF=19(kHz),BNF=20(kHz),BNF=21(kHz),BNF=22(kHz),BNF=23(kHz),BNF=24(kHz),BNF=25(kHz),BNF=26(kHz),VF(%),ASx(%),a(mm),ax(mm),ay(mm),az(mm),Band type,TPMS type,Solid Material,Medium,Shell thickness,t,CBG,BG exists?,Band Type
1.85,1.735861845,3.063105888,3.687542307,21.31010662,21.63288324,21.87545857,40.57611298,40.81793612,40.9213027,52.61509425,52.76447639,53.64197409,53.64978068,53.82979249,59.05094385,59.22805213,59.25561432,59.74439598,59.90414293,69.84086735,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
1.9,1.156264329,2.051778387,2.469206043,21.72435273,21.89656843,22.02283745,40.45004718,40.58493819,40.58738699,52.62089507,52.76649581,53.66291156,53.66672465,53.83136491,59.11570206,59.25331464,59.26362596,59.89097372,60.01023477,69.87770135,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
1.95,0.577833511,1.028730307,1.23785365,21.98731407,22.06079062,22.10556488,40.32555301,40.42577657,40.44184989,52.62443408,52.76772776,53.67614085,53.6772988,53.83172557,59.06707114,59.26500036,59.27237697,60.07235126,60.08117388,69.90014179,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2,2.304E-07,2.27636E-06,2.32311E-06,22.09245881,22.11635474,22.11741489,40.2629455,40.39144163,40.3933534,52.62562358,52.76814182,53.68065354,53.68092984,53.83172472,59.04857601,59.26677934,59.27011295,60.10372062,60.1460038,69.90769608,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.05,0.407672259,0.409440395,1.062988813,22.02831953,22.09405232,22.11750128,40.2958747,40.39150099,40.4331109,52.62502883,52.76793792,53.67680684,53.68071992,53.83170119,59.05796916,59.25641092,59.28098875,60.08089523,60.12029453,69.90391009,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.1,0.814063224,0.821050222,2.121604139,21.87143111,21.99431009,22.1181299,40.39148351,40.39452292,40.54953064,52.62325019,52.76734046,53.66513353,53.68072624,53.83117259,59.08616852,59.21782536,59.31374681,59.95349671,60.11322054,69.8923946,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.15,1.219655641,1.235168265,3.171420776,21.63508094,21.81272195,22.11923697,40.39147018,40.55713908,40.73510182,52.62030591,52.76639016,53.64705011,53.68074022,53.82906685,59.12104949,59.13331976,59.36842312,59.77432792,60.11231504,69.87266715,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.2,1.62491979,1.65200757,4.207910554,21.32727908,21.55490253,22.12076035,40.39144237,40.77905198,40.98037298,52.61623098,52.76514843,53.62393645,53.68075974,53.82423743,58.90832734,59.19930216,59.44509155,59.62186118,60.11205673,69.84389079,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.25,2.030266104,2.071620784,5.226392211,20.95708871,21.22878037,22.12265912,40.39140763,41.05286841,41.27502934,52.61108267,52.76368917,53.5970313,53.68078406,53.81577996,58.55690977,59.28446956,59.5361768,59.54382891,60.11197173,69.80482547,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.3,2.435995095,2.49385138,6.221983468,20.53430209,20.84357042,22.12488702,40.3913669,41.36944113,41.60840574,52.60494591,52.76208955,53.56737067,53.68081249,53.80310559,58.1076307,59.38890697,59.49401587,59.66450302,60.11195669,69.75376393,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.35,2.842235516,2.918271861,7.189557045,20.06897281,20.4090963,22.12739079,40.39132121,41.71873142,41.96986898,52.59793697,52.76042173,53.53582692,53.68084422,53.78591568,57.60054997,59.47161501,59.51276427,59.80700004,60.1119779,69.688462,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.4,3.248866303,3.344103164,8.123703242,19.57109902,19.93531808,22.13011087,40.39127171,42.09044738,42.34911806,52.59020418,52.75874649,53.50316376,53.68087829,53.76416355,57.06121157,59.45851461,59.655984,59.97084409,60.11202496,69.60608863,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.45,3.65541644,3.770107672,9.018702873,19.05048455,19.43206174,22.1329826,40.3912196,42.47446249,42.73638568,52.58192536,52.75710936,53.47008252,53.68091351,53.73802783,56.50762329,59.4501954,59.81841509,60.11201835,60.15530035,69.50324816,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.5,4.060934995,4.194446066,9.86851574,18.51675856,18.90893048,22.13593757,40.3911662,42.86106453,43.12255013,52.57330203,52.75553871,53.4372565,53.68094748,53.7078996,55.95412531,59.44459988,59.99947892,60.11212351,60.35887892,69.37617232,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.55,4.463821328,4.614486037,10.66679123,17.97952689,18.37536779,22.13890516,40.3911128,43.24109085,43.49918252,52.5645514,52.75404456,53.40535463,53.67435119,53.68100334,55.41301557,59.44067371,60.11215173,60.19811642,60.57965609,69.22123318,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.6,4.861603388,5.026550101,11.40690889,17.44863361,17.84084541,22.14181387,40.39106074,43.60599914,43.85855553,52.55589655,52.75261589,53.37505399,53.6382454,53.68102095,54.89531138,59.43783401,60.11222999,60.41230947,60.81454075,69.03595822,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.65,5.250651868,5.425593862,12.0820574,16.934516,17.31515706,22.14459283,40.39101129,43.94791146,44.19363401,52.54755523,52.75121221,53.34703843,53.60054993,53.68104312,54.41114397,59.43573739,60.11229351,60.63906008,61.05911274,68.82065701,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.7,5.625824308,5.804823325,12.68535949,16.44862742,16.80880238,22.14717312,40.39096567,44.25965708,44.49806151,52.53972636,52.74973904,53.32197838,53.56250475,53.68102991,53.96998154,59.43417125,60.11235143,60.87371494,61.3071679,68.58047966,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.75,5.980055811,6.155306195,13.21004764,16.00386327,16.33343109,22.14948916,40.39092499,44.53482725,44.76615356,52.53257062,52.74797246,53.30048601,53.52554443,53.58033226,53.68134801,59.4329989,60.11240314,61.10949282,61.55026865,68.32715438,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.8,6.303970484,6.465730817,13.64968963,15.6148304,15.90226709,22.15148017,40.39089027,44.76784398,44.99290788,52.52617537,52.74528365,53.25149432,53.28304505,53.49132229,53.68120837,59.43213016,60.11244743,61.33681983,61.77743791,68.07913471,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.85,6.585703604,6.722628197,13.99845462,15.29763921,15.53032278,22.15309192,40.39086234,44.95403525,45.17404121,52.5204775,52.73923071,52.9923952,53.26990313,53.46163331,53.6812091,59.43150479,60.11248315,61.54272052,61.97537123,67.85930104,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.9,6.811298102,6.911524969,14.25140035,15.06873262,15.23405759,22.15427869,40.39084189,45.08970397,45.3060589,52.51510672,52.71476929,52.82435751,53.26100941,53.43840541,53.68121686,59.43108286,60.11250937,61.71072751,62.12974074,67.69043978,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
2.95,6.966156036,7.019380641,14.40475224,14.94224218,15.03015796,22.1550055,40.39082941,45.17217996,45.38635166,52.50953843,52.6490156,52.77514974,53.25599896,53.42349427,53.68122288,59.43083903,60.11252539,61.82238749,62.22784228,67.58863226,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3,7.036640541,7.039066626,14.45613924,14.91880422,14.94065546,22.15525029,40.39082522,45.19985148,45.41329932,52.50621424,52.61813459,52.76887205,53.25440252,53.41833812,53.68122505,59.43075926,60.11253078,61.86178511,62.26144038,67.55614959,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.05,7.050292747,7.11862992,14.29403217,14.94090107,15.0356236,22.11574381,40.42225067,45.24332398,45.41347834,52.50482998,52.61067281,52.76723842,53.25441592,53.41308349,53.68257734,59.43218434,60.06674329,61.86687428,62.26230839,67.53620059,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.1,7.088096665,7.353823616,13.97005986,14.94164962,15.22464921,21.99842572,40.51558537,45.37245878,45.41403921,52.49961378,52.58847079,52.76297207,53.25445558,53.39767273,53.68626918,59.43642614,59.93304232,61.88218216,62.26477001,67.47632169,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.15,7.150883744,7.725972197,13.5734243,14.94287972,15.3993459,21.80671872,40.66811734,45.41490003,45.5837553,52.48442767,52.55560111,52.75739786,53.25452003,53.37294049,53.69142707,59.44338117,59.72155791,61.90783456,62.26848921,67.37641283,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.2,7.238349285,8.210851939,13.11914055,14.94456801,15.54893324,21.54596903,40.87551947,45.41619244,45.87148601,52.4399761,52.52913032,52.75156247,53.25460688,53.33979422,53.6970896,59.44530174,59.45456589,61.94402881,62.27310608,67.23638996,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.25,7.34999051,8.782401505,12.6120846,14.94668327,15.67410404,21.22299783,41.13210413,45.41788762,46.22853283,52.35692952,52.51641711,52.74591611,53.25471305,53.29894821,53.70248991,59.12617127,59.46491865,61.99101361,62.27834032,67.05630088,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.3,7.485012023,9.415873495,12.05605653,14.94918923,15.77773359,20.84561525,41.43111963,45.42001682,46.64665568,52.24241344,52.50858067,52.74054942,53.25087206,53.25483504,53.70713043,58.77699989,59.47890973,62.04905813,62.28400129,66.83648772,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.35,7.642086592,10.08925022,11.45556799,14.95204846,15.86300799,20.42217808,41.76504681,45.42261312,47.11697877,52.09867968,52.50189857,52.73544804,53.19586214,53.25496861,53.71074291,58.41607588,59.49470869,62.11840693,62.28995592,66.57778909,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.4,7.818701426,10.78343212,10.81678081,14.955229,15.93289136,19.96124522,42.1258616,45.42571161,47.63030139,51.92590314,52.49537626,52.73060124,53.13415387,53.25511002,53.71321349,58.0584538,59.51197173,62.19921575,62.29609789,66.28176658,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.45,8.008873731,10.1495561,11.48205439,14.95871641,15.98995979,19.47135661,42.5052419,45.42934607,48.17727128,51.72476081,52.48874511,52.7260231,53.06604518,53.25525517,53.71450649,57.71679352,59.53034913,62.2913791,62.30241472,65.95094472,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.5,8.191274333,9.47958381,12.1705638,14.96253932,16.03636259,18.9609438,42.89471084,45.43354319,48.74841866,51.49753767,52.48197922,52.72174487,52.99201867,53.25540026,53.71459425,57.40087065,59.54949839,62.30847648,62.39491611,65.58904093,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.55,8.227388101,8.949761368,12.83602241,14.96683226,16.07382155,18.43837867,43.28571994,45.43831364,49.33406163,51.24873028,52.47515759,52.71780333,52.91286369,53.25554175,53.71339028,57.11730872,59.56910417,62.31453546,62.50870723,65.20120731,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.6,7.745173115,8.936705981,13.46632627,14.97202695,16.10360444,17.91219364,43.66968424,45.44363902,49.9240979,50.98522258,52.46841304,52.71423227,52.82979647,53.25567644,53.71067727,56.86964039,59.58889726,62.32033664,62.63144777,64.79431539,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.65,7.030901358,9.158969622,14.04918033,14.97964724,16.12633179,17.39161819,44.03798887,45.44945434,50.50770124,50.71601717,52.46190694,52.71105777,52.74457521,53.25580152,53.70601521,56.65873331,59.60866607,62.32577129,62.76059709,64.37739796,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.7,6.279168173,9.427318546,14.56615708,14.99811197,16.14084663,16.88824158,44.38199363,45.45562678,50.45160498,51.07296076,52.455813,52.65960256,52.70829977,53.25591456,53.69860264,56.48348697,59.62824899,62.33073142,62.89156734,63.96266848,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.75,5.530074664,9.708207588,14.90140762,15.13400791,16.13211801,16.42890581,44.69307214,45.46193446,50.20317101,51.60648426,52.45030465,52.57805863,52.70596488,53.2560135,53.68704535,56.34161847,59.64748594,62.33511618,63.01311313,63.57023341,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.8,4.809247819,9.985153848,14.95151613,15.48232634,15.90969683,16.21839583,44.96273226,45.46805291,49.98176221,52.09263443,52.44554398,52.50458354,52.70405863,53.25609665,53.66896336,56.23036573,59.66609512,62.33883522,63.04576817,63.28978007,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.85,4.148395553,10.24099132,14.96156746,15.54202189,15.79059592,16.20656251,45.1828692,45.47356152,49.79755952,52.42346544,52.44169309,52.5357287,52.70258093,53.25616267,53.64038804,56.14701436,59.68344416,62.34181106,62.80572396,63.3167292,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.9,3.594132949,10.45391324,14.96577986,15.23801895,16.01841937,16.2079357,45.34618794,45.47798308,49.65924392,52.38418462,52.43884085,52.70152625,52.87565919,53.25621054,53.59526343,56.08923797,59.6982645,62.34398049,62.5606875,63.39602223,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
3.95,3.212226686,10.59791781,14.96777143,15.03772973,16.15755643,16.20982957,45.44678058,45.4808612,49.57346233,52.35358802,52.43709328,52.70089662,53.13479968,53.25623954,53.52822349,56.05528964,59.70858249,62.34528849,62.39868912,63.45206222,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
4,3.07376603,10.64925846,14.96716343,14.96864785,16.20415505,16.21071503,45.480759,45.48186149,49.54439754,52.34297521,52.43650486,52.70068694,53.25614103,53.25625343,53.47283933,56.04409594,59.7123293,62.34199701,62.34600849,63.47192104,,,,,,,24,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.2,18.14553061,yes,Elastic
0,7.106690539,7.114853998,7.117665914,21.52203781,21.53281495,21.53449491,47.50700783,47.50808256,49.272992,49.27546566,50.05170913,50.05189098,50.05250809,56.16245804,56.1640676,56.16998756,59.2283987,59.23952458,59.24729853,63.94400333,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.05,7.108743599,7.182164421,7.192889016,21.47536665,21.51928126,21.53158404,47.5079927,47.56017342,49.27543587,49.28321424,50.03299294,50.03339059,50.05221575,56.05031906,56.05610568,56.16256851,59.23949722,59.32522733,59.3435815,63.92720551,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.1,7.090436389,7.403096639,7.413601306,21.30543399,21.5104026,21.52272889,47.50805802,47.71751383,49.27544767,49.31363005,49.97607685,49.9764517,50.05218475,55.75081756,55.75645379,56.16275131,59.2396033,59.57328842,59.590787,63.86684651,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.15,7.060337459,7.755173676,7.765358963,21.02848087,21.4951919,21.50752188,47.5081629,47.97387803,49.27545799,49.36382941,49.87899914,49.87937225,50.05214007,55.34359911,55.34925305,56.16305276,59.23976637,59.89418966,59.91102734,63.76829329,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.2,7.019084126,8.21845329,8.228275516,20.65330273,21.47295759,21.48528769,47.5083058,48.3211369,49.27547118,49.43304942,49.7387145,49.73917417,50.05207976,54.89054633,54.89626204,56.16346457,59.23998776,60.22729781,60.24382298,63.63449853,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.25,6.967551192,8.771229364,8.780691816,20.19102846,21.44274899,21.45507602,47.50848336,48.74907882,49.27548708,49.52021146,49.55174069,49.55239968,50.05200483,54.4316287,54.43733148,56.1639765,59.24026262,60.5368824,60.55336142,63.46926564,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.3,6.90684459,9.392734899,9.40187363,19.65434067,21.40333803,21.41565755,47.50869123,49.24620145,49.27549688,49.31519365,49.31618216,49.62396335,50.05191694,53.99267845,53.99824308,56.16457593,59.24058433,60.8052252,60.82179526,63.27703236,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.35,6.838287621,10.06449639,10.07336634,19.05680903,21.35321424,21.36552006,47.5089243,49.02836104,49.02976138,49.27553304,49.74255353,49.80040575,50.05181811,53.59035745,53.59565144,56.1652481,59.24094501,61.02687429,61.04356631,63.06266523,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.4,6.763403063,10.77068561,10.77935007,18.41242451,21.29058238,21.30286625,47.50917683,48.69419832,48.69607256,49.27555628,49.87394239,50.05171069,50.39939911,53.23406159,53.23897295,56.16597645,59.24133578,61.20412499,61.22090958,62.83129782,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.45,6.683890907,11.49792931,11.50645305,17.73534607,21.21336385,21.22561532,47.50944256,48.3200349,48.32241542,49.27558207,50.01572039,50.0515978,51.03098574,52.92690871,52.9313635,56.16674306,59.24174704,61.34313584,61.35996473,62.58822114,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.5,6.601601091,12.2349117,12.24335684,17.03982874,21.11920531,21.13141178,47.50971469,47.91710376,47.91998929,49.27560913,50.05147985,50.16511281,51.6830604,52.66714999,52.67111742,56.16752906,59.24216862,61.45108755,61.46791754,62.33882232,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.55,6.518500526,12.97195361,12.98037727,16.34028137,21.00549901,21.01764602,47.49904689,47.50236905,47.51003778,49.27563668,50.05136266,50.31896045,52.34344338,52.45013275,52.45360928,56.16831508,59.24259013,61.5346063,61.55140623,62.08855944,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.6,6.436633697,13.70064786,13.70910074,15.65139488,20.86942165,20.88149342,47.08029998,47.08409145,47.51025513,49.275664,50.05124781,50.47372802,52.27006389,52.27310841,52.99976804,56.16908178,59.24300116,61.5991657,61.61591348,61.8429594,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.65,6.358076348,14.41357198,14.42209716,14.98827864,20.7080015,20.71998203,46.6748267,46.67899723,47.51050737,49.27569035,50.05113825,50.62551554,52.12154176,52.1241874,53.6387595,56.16981027,59.24339155,61.60749157,61.64905264,61.66580961,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.7,6.284882147,14.36651254,15.10407905,15.11271051,20.51822995,20.53010477,46.29551203,46.3000075,47.51074044,49.275715,50.05103678,50.7701081,51.99992356,52.00222698,54.24622741,56.17048262,59.24375165,61.38802281,61.68744972,61.70411703,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.75,6.219023,13.80211868,15.7660867,15.77484716,20.29724912,20.30900855,45.95385881,45.95862639,47.51094837,49.27573725,50.05094599,50.90307029,51.90162802,51.90364803,54.8065179,56.17108228,59.24407259,61.18991928,61.71679305,61.73340895,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.8,6.162324612,13.31118315,16.39386036,16.40275573,20.04269875,20.05434404,45.65988518,45.66487377,47.51112599,49.27575646,50.05086823,51.01990223,51.8240188,51.82581388,55.3024551,56.17159449,59.24434647,61.01864396,61.73882911,61.75540271,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.85,6.116400087,12.9092768,16.98137564,16.99038289,19.75350442,19.76506183,45.4220475,45.42720733,47.51126891,49.27577204,50.05080553,51.11626613,51.76523608,51.76686242,55.71571345,56.17200672,59.24456661,60.87924473,61.75482732,61.77136743,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.9,6.082585492,12.61048485,17.52003205,17.52906269,19.43239199,19.44395322,45.24713654,45.25241855,47.51137359,49.27578353,50.05075953,51.18827756,51.72402359,51.72553384,56.02797001,56.17230938,59.24472769,60.77613306,61.7656771,61.78219299,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
0.95,6.061882151,12.42620288,17.98595955,17.99472965,19.09880882,19.11067895,45.14014532,45.14550068,47.51143745,49.27579057,50.05073143,51.23283268,51.69958588,51.70102867,56.17248852,56.22300172,59.24482587,60.71277606,61.77196519,61.78846645,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1,6.054910713,12.36390387,18.23598329,18.24410538,18.89316466,18.90579339,45.10413614,45.10951596,47.51145891,49.27579294,50.05072198,51.24791778,51.69148605,51.69290676,56.17255248,56.28938911,59.24485886,60.69140013,61.77402514,61.79052155,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.05,6.227206075,12.25212614,18.27575602,18.34909586,18.83354205,18.84693377,45.03945817,45.07676381,47.59567338,49.29112058,50.09048455,51.25323239,51.66682291,51.69190306,55.9624318,56.31921686,59.22503378,60.67089868,61.74836124,61.99571178,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.1,6.71038424,11.93944441,18.3866195,18.64870293,18.65220566,18.67873899,44.83889103,44.99823242,47.84202673,49.33695634,50.20136683,51.26715001,51.58661533,51.69015426,55.42191442,56.40757716,59.16783721,60.60989792,61.64769407,62.55225786,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.15,7.422538438,11.47626298,18.34701778,18.41931095,18.56939308,19.09066633,44.53168565,44.87568074,48.23562417,49.41282588,50.36295548,51.26907835,51.44746429,51.68759551,54.72243469,56.55098702,59.07973604,60.50996678,61.48509534,63.29978287,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.2,8.266729626,10.91238765,17.92321684,18.09561379,18.8215587,19.62267124,44.14632552,44.71424855,48.75942638,49.51791504,50.55225604,51.07229704,51.38780336,51.6847084,54.01759271,56.74336183,58.97054031,60.37378645,61.26801641,64.12360431,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.25,9.144843872,10.28484019,17.38475302,17.7529631,19.13958705,20.20651553,43.70908002,44.51568153,49.39690516,49.6510341,50.59338695,50.75008442,51.42821967,51.68214599,53.42934013,56.9751366,58.85313822,60.20522003,61.00525727,64.95034521,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.3,9.618326994,9.950018026,16.73654147,17.4641958,19.5190968,20.81545034,43.24163262,44.27950371,49.81056597,49.88810531,50.13212633,50.94291555,51.48929367,51.68069346,53.01423442,57.23053144,58.7454746,60.00936766,60.7062193,65.72721778,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.35,8.928922939,10.55413752,15.98421132,17.33709885,19.95493913,21.43093489,42.76117743,44.00439684,49.01388402,49.99440263,50.94939519,51.12225039,51.56141145,51.68122473,52.74418381,57.47991131,58.67790367,59.79259964,60.38030008,66.41000675,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
1.4,8.227161496,10.82638388,15.13404238,17.49064837,20.44123788,22.03955016,42.28125501,43.68913493,48.04214304,50.19985558,51.28331719,51.6415297,51.68464729,51.83297531,52.5639377,57.66771633,58.70527777,59.56260941,60.03654436,66.96176632,,,,,,,27,100,20,20,20,20,Elastic,Schwarz-P,Polymer,Air,Nan,-1.1,12.12658675,yes,Elastic
